"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.docindex","Input.date","Input.userid","Input.location","Input.bio","Input.asker","Input.posttext","Answer.AnswererBullied","Answer.AskerBullied","Answer.ContainCyberbullying","Answer.CyberbullyingWords","Answer.NooneBullied","Answer.OtherInfo","Answer.Severity","Answer.ThirdBullied","Approve","Reject"
"2HJ1K274J79K40TSP8V6YXFDOP5EG1","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","2CBENLVWJ5OPP4LMXKZYQWB8RNO1TH","A3L62WT9ZLHU7V","Approved","Thu Apr 26 15:54:21 GMT 2012","Thu Apr 26 15:54:35 GMT 2012","Thu May 03 08:54:35 PDT 2012","Thu Apr 26 09:20:26 PDT 2012","","","14","0% (0/0)","0% (0/0)","0% (0/0)","17064","20100822","userid","location","bio","asker","Q: where do u live<br>A: creep","","Yes","Yes","creep","","","1",""
"2P1VCNHMVHVKQNNSI5T78J7AVBW13X","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","2KGO2GMMEGOOUUF33R9AE2SFVS999Y","A1K1XS3ESXS5DK","Approved","Thu Apr 26 15:54:46 GMT 2012","Thu Apr 26 15:55:15 GMT 2012","Thu May 03 08:55:15 PDT 2012","Thu Apr 26 09:20:27 PDT 2012","","","29","0% (0/0)","0% (0/0)","0% (0/0)","17196","20100822","userid","location","bio","asker","Q: LEIT DONT LIKE YOU LEAVE HIM ALONE<br>A: ohhhhhh ouch = ;/3 but im not talking to him lol so smd","","","No","","Yes","","1",""
"2LTLYHVI44OSGO8LPYEE3SBB0QB3XR","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","26TVP9746OQ16RDHOBX7451RXA21LE","A18SO7XEA5K3NR","Approved","Thu Apr 26 15:54:20 GMT 2012","Thu Apr 26 15:54:31 GMT 2012","Thu May 03 08:54:31 PDT 2012","Thu Apr 26 09:20:27 PDT 2012","","","11","0% (0/0)","0% (0/0)","0% (0/0)","17386","20100822","userid","location","bio","asker","Q: OMG WTF why do u like bray do u see his fs whatta jerk<br>A: yes i have thanks for pointing that out though","","","No","","Yes","","0",""
"2H6NNVRH1KHONI3ISSXNZ9LL7RWYP1","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","273AT2D5NQYNJJQHH475XYMOPUD488","AUGRDUEDEUXUS","Approved","Thu Apr 26 15:53:51 GMT 2012","Thu Apr 26 15:54:12 GMT 2012","Thu May 03 08:54:12 PDT 2012","Thu Apr 26 09:20:27 PDT 2012","","","21","0% (0/0)","0% (0/0)","0% (0/0)","17837","20100822","userid","location","bio","asker","Q: dnt listen to da faggzzz<br>A: omg i really hope this is migss hahahah","","Yes","Yes","dnt listen to da faggzzz","","","9",""
"20N1Y7QEOZFY4WO39EDOJXRE3PIEH0","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","2UEN9U8P9Y3870JOZOJU2IM1WROWF2","A3L62WT9ZLHU7V","Approved","Thu Apr 26 15:53:54 GMT 2012","Thu Apr 26 15:54:20 GMT 2012","Thu May 03 08:54:20 PDT 2012","Thu Apr 26 09:20:27 PDT 2012","","","26","0% (0/0)","0% (0/0)","0% (0/0)","18288","20100822","userid","location","bio","asker","Q: SnooPING AS usual i see<br>A: gtfo chris","","Yes","Yes","gtfo, or get the F___ out.","","","2",""
"23B6YTWX4H3HGTYVUU0GM6IK2W53YX","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","20SJG5TYMNCWCFR0WUJSWHX2EH3MIT","AUGRDUEDEUXUS","Approved","Thu Apr 26 15:54:50 GMT 2012","Thu Apr 26 15:55:17 GMT 2012","Thu May 03 08:55:17 PDT 2012","Thu Apr 26 09:20:27 PDT 2012","","","27","0% (0/0)","0% (0/0)","0% (0/0)","18406","20100822","userid","location","bio","asker","Q: Why did you go and seriosuly take the I set my friends on fire thing OFF it makes you seem like the biggest no0o0ob ever and you barely even know the poser<br>A: The Wtf is the On my old account I did it cuz I was bored Ismfof is amazing band But your right about changing it Tamr stole my phone thats why And I just go with the freaken flow And in no way am I a poser Justin colson is a poser Not me","","","No","","Yes","","0",""
"2NKNJQ2172Z9NU4XS5CCZEBVCNIYQS","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","2Z0PJWKUDD8X0FQHKUQ0F6UU147LAL","A2WNW8A4MOR7T7","Approved","Thu Apr 26 15:53:46 GMT 2012","Thu Apr 26 15:54:25 GMT 2012","Thu May 03 08:54:25 PDT 2012","Thu Apr 26 09:20:28 PDT 2012","","","39","0% (0/0)","0% (0/0)","0% (0/0)","18699","20100822","userid","location","bio","asker","Q: yes you are<br>A: wellat least i never act like a jerk i thinkr its all about ur opinion","","Yes","Yes","i never act like a jerk","","","1",""
"29BMOFXRDS4IQ51PU8OJJM12LNITW5","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","26WZMAZHHRRLTUNF48MRL1KI17SLCN","AUGRDUEDEUXUS","Approved","Thu Apr 26 15:53:30 GMT 2012","Thu Apr 26 15:53:50 GMT 2012","Thu May 03 08:53:50 PDT 2012","Thu Apr 26 09:20:28 PDT 2012","","","20","0% (0/0)","0% (0/0)","0% (0/0)","19289","20100822","userid","location","bio","asker","Q: U G L Y<br>A: Thankx I could care less about how I look Your hurtful remarks just makes things so much funnier (:","","Yes","Yes","U G L Y","","","8",""
"2J11LY58B7270457W58D56YG3FET8N","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","223RI8IUB2YUNC689ECB7L0GOHO6I3","A1IQ8YHTZLFEVG","Approved","Thu Apr 26 15:53:52 GMT 2012","Thu Apr 26 15:54:00 GMT 2012","Thu May 03 08:54:00 PDT 2012","Thu Apr 26 09:20:28 PDT 2012","","","8","0% (0/0)","0% (0/0)","0% (0/0)","19475","20100822","userid","location","bio","asker","Q: Have you ever been to Los Angeles :D<br>A: i live in la","","","No","","Yes","","0",""
"23OIAA2SEIUU84NF75BA8IITJD2OO2","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","25H3TVOK5UFJJ5LY7ZFZJYQTEA747L","A1Z4YGP7EJMWEP","Approved","Thu Apr 26 15:53:58 GMT 2012","Thu Apr 26 15:54:05 GMT 2012","Thu May 03 08:54:05 PDT 2012","Thu Apr 26 09:20:28 PDT 2012","","","7","0% (0/0)","0% (0/0)","0% (0/0)","23451","20100822","userid","location","bio","asker","Q: wats your msn<br>A: Not_tellingcomerr im not giving it out to a stranger unless i know who your are","","","No","","Yes","","0",""
"2KGOCCF0CP5KBTG9439X2G4QXRMVUL","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","2TTLY58B727MEM361241AYFT8DJU9A","AUGRDUEDEUXUS","Approved","Thu Apr 26 15:54:24 GMT 2012","Thu Apr 26 15:54:50 GMT 2012","Thu May 03 08:54:50 PDT 2012","Thu Apr 26 09:20:28 PDT 2012","","","26","0% (0/0)","0% (0/0)","0% (0/0)","23504","20100822","userid","location","bio","asker","Q: Hello Im just here cos I am Why are you here (Answer in a Godly way) x]<br>A: well _ im was on a website called Twitter and someone on there told me to join","","","No","","Yes","","0",""
"2NSUC26DG67DF1QMH0B0GOK3UZ16DY","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:36 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:36 GMT 2012","","","2W6C1PC6SK9RXCSFG3QELMAB2K31PC","A2WNW8A4MOR7T7","Approved","Thu Apr 26 15:54:25 GMT 2012","Thu Apr 26 15:54:40 GMT 2012","Thu May 03 08:54:40 PDT 2012","Thu Apr 26 09:20:28 PDT 2012","","","15","0% (0/0)","0% (0/0)","0% (0/0)","22532","20100822","userid","location","bio","asker","Q: QUEM ME AMA ME FAZ UMA PERGUNTA<br>A: what","","","No","","Yes","","0",""
"2RU9KSSZVXX248SLB5HO2GNJ7MNM4B","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Apr 26 15:52:37 GMT 2012","1","Department:Tagging","3600","604800","Thu May 03 15:52:37 GMT 2012","","","2Z7E4EGDHDM2JPV9Q8QWAHE0JMSLBG","A1Z4YGP7EJMWEP","Approved","Thu Apr 26 15:53:32 GMT 2012","Thu Apr 26 15:53:50 GMT 2012","Thu May 03 08:53:50 PDT 2012","Thu Apr 26 09:20:29 PDT 2012","","","18","0% (0/0)","0% (0/0)","0% (0/0)","23594","20100822","userid","location","bio","asker","Q: I dont know either :/<br>A: Haha ok xD","","","No","","Yes","","0",""
